Date,Time,[3601_DB30DW66],[3601_DB33DW2],[3601_DB33DW4],[3601_DB33DW6],[3601_DB33DW8],[3601_DB33DW10],[3601_DB33DW12],[3601_DB33DW14],[3601_DB33DW16],[3601_DB33DW18],[3601_DB33DW20],[3601_DB20DW416]
16/10/2020,12:14:00 AM,513.4254658,432.0088537,401.8615032,543.3032383,438.6821333,602.5384294,966.8711265,996.9925272,6.143807231,171.0335107,309.0520018,505.6436568
16/10/2020,12:15:00 AM,534.8400558,409.3478271,426.6552366,486.4983156,501.1911437,613.4450971,906.2608123,883.5137075,5.754740091,161.2727127,313.8224472,573.5506226
16/10/2020,12:16:00 AM,504.8576122,456.7571044,453.5117906,464.6112161,462.1123162,616.3578501,927.895024,801.468091,6.541597654,188.4858297,322.5123608,546.0408392
16/10/2020,12:17:00 AM,559.19484,415.6257445,423.557709,429.1260927,518.4301397,624.4305505,954.9971201,964.2154472,5.92152043,180.9876965,262.0322955,469.354643
16/10/2020,12:18:00 AM,521.945569,466.5948933,422.1804152,509.6720123,474.1460622,681.5836288,836.1955353,991.9080066,5.931092495,154.243242,320.9488393,550.4959034
16/10/2020,12:19:00 AM,561.6899199,404.5881465,447.8871435,486.1543669,428.7222394,679.8767796,980.1850112,880.6595446,6.021283248,177.380536,359.4279025,521.2153305
16/10/2020,12:20:00 AM,534.94115,432.1231336,457.3122622,485.0691841,454.2811252,648.1988002,980.7515798,908.2992592,6.388270343,165.2527159,336.5020295,572.6022002
16/10/2020,12:21:00 AM,482.9114978,434.4882784,473.1841328,483.5690851,455.0975573,597.7342662,1005.996657,1023.44567,6.522295931,188.1005996,344.0501438,545.4632522
16/10/2020,12:22:00 AM,505.4893709,415.3367845,489.863875,473.0924089,463.6667598,551.5620826,1040.787299,901.900095,5.042752859,181.5121674,326.106875,569.2228635
16/10/2020,12:23:00 AM,478.0759613,399.0650966,439.5869287,431.6991963,470.4651868,724.597567,1024.266997,980.778677,6.264105845,176.8355537,328.1513334,539.5463997
16/10/2020,12:24:00 AM,549.1515419,418.5094885,422.9125534,511.047955,472.7295158,691.4088143,923.0092042,899.6252371,6.11877718,166.8413402,320.0094426,492.8310802
16/10/2020,12:25:00 AM,500.5244163,365.6171326,468.393015,468.3262766,444.7400536,608.9380118,874.6096478,930.6067494,6.025378388,164.3642004,289.8800926,533.2557964
16/10/2020,12:26:00 AM,522.7209454,458.4452073,432.1829357,468.5984444,433.1341446,592.1920041,879.0051304,979.6033879,6.695518938,153.2127379,252.6189929,501.8188928
16/10/2020,12:27:00 AM,530.0190301,423.4249695,374.3929799,477.0421207,465.4559305,688.9768659,969.9270347,994.412142,6.03223754,181.9804364,336.9652087,455.2973294
16/10/2020,12:28:00 AM,615.5752036,416.5000948,459.5984995,474.1148342,424.0595267,636.8652178,1032.854007,1078.982049,6.770163438,147.4364829,333.2165061,532.1890004
16/10/2020,12:29:00 AM,477.9382838,456.7232928,455.6617721,390.1103379,429.7350395,600.9532819,1020.794174,911.4137654,5.891069966,173.500281,304.7805213,496.0872793
16/10/2020,12:30:00 AM,512.9532372,451.8361709,405.9295764,412.7753058,478.1833349,534.5795897,868.1866566,870.6893437,6.395871193,150.7782175,375.972734,498.3762432
16/10/2020,12:31:00 AM,526.2972753,438.2756159,450.5265554,544.6459295,455.2984478,514.5121435,936.1682623,794.6755608,5.081552083,179.128779,301.037815,590.3046879
16/10/2020,12:32:00 AM,543.8630488,411.4944688,431.1480722,486.5875793,474.7280357,681.6592816,1039.621179,951.1141518,5.935848193,167.9391385,298.8515076,519.8716278
16/10/2020,12:33:00 AM,529.2985928,428.2306242,479.1871666,473.6747571,538.6006491,586.0935532,908.8231406,943.176905,5.349991919,170.2869297,337.6242036,524.7079852
16/10/2020,12:34:00 AM,535.3769231,429.0201616,465.9115259,436.2719931,450.8377965,654.6202142,899.9970657,843.9263174,5.650010396,174.5186721,304.1531621,551.8824369
16/10/2020,12:35:00 AM,548.6683745,434.489796,466.572296,486.5154392,500.3252003,587.3162971,1013.918464,840.9932218,5.377516436,181.2667674,290.222319,576.6415154
16/10/2020,12:36:00 AM,565.7434318,438.7283448,449.6094164,399.7588296,494.6911079,677.3165736,977.0664355,873.3924686,6.315188638,171.5928232,283.9222045,473.0192588
16/10/2020,12:37:00 AM,489.5999051,441.7252908,395.2559833,526.4942205,472.7375714,596.143105,893.4383333,894.3705861,6.359122494,184.4241283,331.7187787,570.9744483
16/10/2020,12:38:00 AM,527.0752886,399.2966268,476.6257287,489.8175223,540.3522701,640.2250488,1019.631646,946.3753749,6.3995145,178.1728683,312.0262295,481.4166433
16/10/2020,12:39:00 AM,560.1502944,471.1045643,469.3897205,449.444947,472.184205,610.9306395,939.3769843,954.6993142,6.434949938,166.8560743,304.2803547,532.8172238
16/10/2020,12:40:00 AM,493.9066654,362.7059795,410.3666549,509.2424148,521.5027648,650.1708457,944.6838964,808.7735692,6.519159116,161.2318531,317.7834022,534.6134913
16/10/2020,12:41:00 AM,540.3431332,462.2216603,477.585738,488.553554,463.0063927,543.5091926,1006.516437,821.9530248,6.304296246,138.4859924,265.3389211,615.6655341
16/10/2020,12:42:00 AM,511.5337025,394.1762369,377.3796698,425.6050588,461.6167539,621.1481246,1037.847857,849.7930243,6.044677719,186.0521499,353.7550768,514.5462524
16/10/2020,12:43:00 AM,511.6422775,415.7753037,426.0603525,449.4157805,521.2919745,621.3610651,900.1775672,984.9513628,5.6432184,165.5111328,336.192546,502.5955123
16/10/2020,12:44:00 AM,479.6994713,447.1936924,403.9842846,472.4144567,537.2599497,608.0894684,1048.529476,909.3078838,5.571788249,168.0033087,291.0257502,510.9067254
16/10/2020,12:45:00 AM,594.6005977,406.4762558,463.0155973,439.2488252,426.0158112,601.7521484,945.4130296,995.890449,5.253136707,166.8175404,309.8687611,492.7408464
16/10/2020,12:46:00 AM,496.9620007,465.0070738,402.219238,452.7943619,423.088775,558.758746,1012.208869,1007.255448,6.593665843,166.4121855,317.0276048,495.6141161
16/10/2020,12:47:00 AM,643.6020062,388.0603367,415.2018453,530.0467364,468.4677587,615.1472783,818.8374922,796.5103329,5.49872641,172.1220667,307.1827603,521.1616426
16/10/2020,12:48:00 AM,517.188207,441.0958838,438.2646705,507.3115506,500.110058,676.3707608,1000.95588,914.6221915,5.311933371,178.1819357,246.5846799,514.1432617
16/10/2020,12:49:00 AM,550.8796664,427.0642791,450.3776589,460.9273296,461.7853607,703.8080553,1020.313855,839.8947177,5.632668684,174.0630677,337.5726797,545.8363392
16/10/2020,12:50:00 AM,479.2834117,395.2091303,458.2074713,495.5834675,420.9500589,741.3588412,935.5626818,836.5704137,5.44810662,181.6532634,341.2828894,515.3223698
16/10/2020,12:51:00 AM,524.743934,427.4585815,486.6492458,437.6127026,489.5426301,571.8396977,1008.462978,929.7019321,5.817518336,181.7947701,298.6932908,533.2637607
16/10/2020,12:52:00 AM,543.7051319,422.0734594,484.9715323,521.9718481,472.4614862,602.2904942,968.9206028,801.0759383,5.484784265,165.5216554,307.9744269,462.411161
16/10/2020,12:53:00 AM,476.7776406,393.3071212,472.7424278,457.8524048,487.6533529,617.2004094,996.1500455,897.2933425,6.471445357,178.8249557,331.0830273,551.8843555
16/10/2020,12:54:00 AM,500.7751866,459.1472661,420.3956411,473.2470573,464.7267704,641.4661535,936.7693568,910.3380386,6.594961815,159.5757501,327.0623027,535.2441727
16/10/2020,12:55:00 AM,510.9109422,430.3198568,408.3069837,492.5369285,500.6790142,648.1809097,959.3280821,919.0404595,5.328557241,158.7253229,292.1404148,459.499023
16/10/2020,12:56:00 AM,554.1918218,449.0129038,431.597214,487.6578785,481.2539651,594.3797105,1073.508851,908.886129,5.923454553,163.0680337,308.4607967,556.2666589
16/10/2020,12:57:00 AM,573.149573,414.1624341,426.7386782,486.4777917,512.1682776,533.5630947,934.6697824,941.3463139,5.381527919,198.2112346,316.4472897,551.8047433
16/10/2020,12:58:00 AM,502.2210509,444.126693,451.4415354,506.0185285,518.5912509,633.3228404,903.1116199,897.5801007,5.50287472,183.7390496,307.7857878,481.718139
16/10/2020,12:59:00 AM,444.0942191,453.7958394,426.2834031,429.4126095,460.7823515,601.0835167,973.708507,887.8576998,6.04401402,164.9138246,296.9094153,536.1478788
16/10/2020,1:00:00 AM,532.9737146,344.2246301,470.8614167,453.1794724,406.015137,647.0354213,945.9591951,881.2788585,5.094835376,174.3783026,306.1418548,493.6911692
16/10/2020,1:01:00 AM,456.1390679,368.1099184,408.0672101,523.3306284,478.3188813,572.4066631,952.0594932,898.0692947,5.748705372,170.8136509,350.2759322,486.056441
16/10/2020,1:02:00 AM,507.0232863,491.6547958,452.2471836,460.4350664,578.8990506,704.11022,940.0626204,929.4805469,6.216870588,163.8333827,294.6091652,512.6651828
16/10/2020,1:03:00 AM,540.6546703,440.9531878,416.4032415,465.7198184,506.2196579,679.1579107,894.5137981,965.1716036,5.536908527,158.8852526,278.3649956,587.5888729
16/10/2020,1:04:00 AM,514.6470196,426.8086121,414.5312454,483.6095404,425.0583382,677.5805019,885.3540234,978.2292976,6.638730016,177.9602093,299.8949366,436.8941255
16/10/2020,1:05:00 AM,481.9906557,406.5488118,492.483019,503.7292494,446.9175109,697.186009,1021.027033,818.8704844,5.966944488,152.0762789,292.5442767,557.4996268
16/10/2020,1:06:00 AM,462.7723722,394.6213473,397.4801431,440.4739316,520.1908012,638.5777614,1069.256399,1032.28074,5.685986993,165.3282219,303.3047216,484.6475368
16/10/2020,1:07:00 AM,520.3576809,427.570818,450.7369034,485.5364796,428.3759283,628.5467118,862.7959303,848.6010086,6.484933107,180.4167317,280.2112528,538.6406951
16/10/2020,1:08:00 AM,516.1269087,364.6749292,464.3532903,539.7085561,524.1415779,694.6770575,1047.233622,1078.537656,5.817666643,160.6690697,290.7619838,492.2716291
16/10/2020,1:09:00 AM,516.5362563,394.3749208,433.3849409,500.2041166,409.2719202,652.5347754,931.5005084,885.9108703,5.997819598,168.0056002,295.6748603,543.328825
16/10/2020,1:10:00 AM,526.6611692,456.7540937,454.795492,507.223102,464.8677191,630.776168,974.8085734,806.333352,5.154673739,177.3957393,300.5927103,552.7830645
16/10/2020,1:11:00 AM,529.8955619,398.0680136,416.514773,472.425538,455.8537174,657.9706245,1001.258204,938.8546581,6.666168819,178.3226356,285.966712,593.2859963
16/10/2020,1:12:00 AM,520.1342733,411.4448818,383.3680774,479.5183334,452.4632558,590.6748676,1043.457567,954.8137094,6.015093008,176.5876696,339.827826,534.2015098
16/10/2020,1:13:00 AM,574.1873119,394.8412775,478.3504603,399.3514888,436.6869632,596.8337734,865.4593296,868.2724296,5.729632379,192.2823193,302.4953244,537.7720477
16/10/2020,1:14:00 AM,477.6883514,395.9143136,412.8934587,553.3808414,442.379744,656.3928747,973.3948978,891.4469234,5.503041504,151.8549129,334.4526813,520.6776465
16/10/2020,1:15:00 AM,512.4239058,436.2620202,405.4222175,463.7944073,411.111965,565.7397208,985.8199701,878.7052862,5.924363324,181.4826078,314.5376925,508.3275982
16/10/2020,1:16:00 AM,600.3817652,437.3178467,437.4997928,435.5242904,474.4262647,630.2112507,870.5254718,824.7771482,5.340528652,168.4327702,297.8532296,590.7555614
16/10/2020,1:17:00 AM,525.0864443,418.5679833,419.882316,484.1292568,463.9984085,608.3201495,1000.397777,937.3583065,6.48560328,150.4421636,323.1757081,473.5168654
16/10/2020,1:18:00 AM,505.6366219,423.5726683,446.6000982,382.534857,426.8719123,611.3486935,892.5265357,794.1633973,6.491641706,163.5929426,295.4065163,437.5884563
16/10/2020,1:19:00 AM,528.9977976,421.4337679,460.9126558,502.2845741,488.600095,723.5493783,945.2972951,937.9455524,6.132144028,165.8202299,313.679435,572.5594606
16/10/2020,1:20:00 AM,530.9977209,392.1865057,475.8094572,501.3365876,485.1381916,620.41014,969.4662831,831.2926874,5.223495092,180.8323568,296.1510418,584.4847496
16/10/2020,1:21:00 AM,504.7955341,420.2081178,370.1908189,499.3562923,417.7591545,545.3894417,989.8406099,796.7660736,6.964264368,153.7895574,308.9239252,509.9408486
16/10/2020,1:22:00 AM,484.7753366,441.1099162,435.4695248,484.4088951,516.0076588,535.9792515,1053.206926,844.5393196,5.890408612,185.7916016,316.8786653,542.1208464
16/10/2020,1:23:00 AM,433.9546314,465.1170592,393.4642278,438.9844525,472.9459733,474.6286361,1066.579932,857.6884847,5.264587903,185.4501923,352.3856037,514.2051352
16/10/2020,1:24:00 AM,528.331852,508.2413124,525.1211928,454.4634593,435.4073409,609.1555342,939.2599114,866.4678989,6.256641275,175.0201188,327.1273188,613.9225639
16/10/2020,1:25:00 AM,478.0001864,380.1434262,443.5219489,548.3887248,476.7851818,690.9673455,1016.959104,947.8749849,6.342039099,183.9559803,280.7672751,542.3992541
16/10/2020,1:26:00 AM,527.2321297,461.3309382,402.9902911,451.4882055,449.0346908,634.332648,931.1155148,996.5397841,6.771518991,182.2572948,317.6350039,536.2107936
16/10/2020,1:27:00 AM,542.777402,448.5178376,394.3432149,460.4008691,493.7330599,542.5833914,942.4707296,882.2066696,6.275500161,163.7107512,297.2826454,557.5983341
16/10/2020,1:28:00 AM,496.5002279,433.5608277,433.5283377,518.2782448,419.4177162,689.8152321,913.2984771,942.7535594,6.989645675,167.8952191,335.0650934,507.4420797
16/10/2020,1:29:00 AM,497.2570674,459.495907,442.1735536,438.3511172,457.3650075,639.3886039,1038.018918,963.2895997,6.326124966,160.3978868,346.9998481,600.9254773
16/10/2020,1:30:00 AM,491.6064064,398.1888915,409.6551646,476.2991862,461.0042802,589.9690685,854.9982736,885.6930331,6.17508711,159.2414722,276.4741902,511.9704719
16/10/2020,1:31:00 AM,524.2639437,459.5391863,398.7546722,440.5710403,540.2720296,705.3142891,930.42179,1081.577409,5.97165238,194.2674566,321.915395,476.0364458
16/10/2020,1:32:00 AM,553.1781925,366.2273576,397.4990327,546.9598919,478.2639347,581.3477207,1003.696043,1005.146016,4.993770445,156.8545645,285.4395242,535.7534652
16/10/2020,1:33:00 AM,451.7214812,423.4425945,478.2768268,490.018184,495.3764255,618.6300948,968.3018194,1084.945493,6.69596495,159.4754993,322.8024115,533.4092145
16/10/2020,1:34:00 AM,536.176875,389.4662109,465.9994801,550.9163897,451.1996914,629.7885461,1006.54155,870.3474424,6.252857671,161.030057,295.7730921,510.3917748
16/10/2020,1:35:00 AM,520.0058112,484.9232405,414.5767598,379.583953,517.3690258,633.5555701,904.7335989,856.1308542,5.868008342,163.740849,276.3520242,512.9613244
16/10/2020,1:36:00 AM,475.3497583,414.1296353,351.0434235,408.9191601,430.0237617,647.8363197,1063.07148,961.4013957,5.748424079,177.0044967,335.1177058,556.7496448
16/10/2020,1:37:00 AM,553.2247081,393.5353198,408.828787,467.2340819,451.9581906,657.0798902,966.40453,979.5066857,5.420080676,194.9521237,301.6170549,510.2301131
16/10/2020,1:38:00 AM,569.8220371,390.0124182,440.6055327,475.4291578,493.5016874,632.4354153,909.870506,787.6266888,5.636008331,163.1822421,319.4555654,476.3737861
16/10/2020,1:39:00 AM,559.4806921,383.9049554,496.7701492,443.4879058,480.1969917,647.3505356,1023.91886,965.6096043,5.573401702,163.9437591,309.6693865,466.8030358
16/10/2020,1:40:00 AM,515.8130611,475.2602077,426.9576021,387.3332968,480.2980774,568.6118794,958.6231668,930.204918,6.066023415,134.6339149,301.9133965,582.3132082
16/10/2020,1:41:00 AM,582.8104596,459.6907912,455.9058767,457.167402,492.378732,685.8227387,1016.354011,888.5762847,5.407355809,164.7027848,309.7270209,481.7333306
16/10/2020,1:42:00 AM,519.6859299,406.5844833,413.2794463,424.9589601,542.3591465,595.7192661,1032.573529,922.9179753,6.169132162,151.6370737,254.4079815,529.8076101
16/10/2020,1:43:00 AM,553.4541182,381.6680356,475.6848731,495.6797616,467.4824187,630.1524966,889.3130775,804.7053967,6.107029554,163.0268755,304.8119184,509.4682117
16/10/2020,1:44:00 AM,441.8940426,431.1945643,481.7183251,544.4386902,498.3135849,644.5638624,982.4673657,922.8736945,5.733339996,172.4002437,279.8171216,574.7250965
16/10/2020,1:45:00 AM,500.9494165,442.921395,445.4346416,507.1439174,431.044008,639.1310976,911.2514341,930.6378856,5.109867764,168.5430165,322.7124028,510.6446063
16/10/2020,1:46:00 AM,569.1169172,416.6956971,548.6910776,503.5645717,422.4384497,681.4502084,859.6890901,974.7851133,5.831080787,178.3043488,345.2922248,540.8692698
16/10/2020,1:47:00 AM,605.698226,387.1890579,412.4717919,477.893502,436.0690917,642.2686421,952.9806921,835.3158928,6.319862753,158.6992519,302.8675513,561.4964871
16/10/2020,1:48:00 AM,500.5514919,393.703821,416.5774841,483.7434838,451.3651749,594.0379465,981.3414893,801.0370497,5.755212817,171.8935328,326.1929126,587.353588
16/10/2020,1:49:00 AM,560.0113302,396.5873609,385.4095707,512.9158229,512.846698,648.6543099,927.3815288,1058.041371,5.69169798,143.3971343,323.6941945,523.7771904
16/10/2020,1:50:00 AM,509.5444262,423.3678241,455.900783,504.5620772,458.5352371,599.1924694,833.8065401,966.7925768,5.936541673,169.2919646,301.0698267,506.3697849
16/10/2020,1:51:00 AM,581.9157129,438.4128023,466.883797,457.9425004,477.2262109,605.2306227,942.6997696,803.2568811,6.041366876,162.5686177,315.3380635,450.3058088
16/10/2020,1:52:00 AM,563.2453306,412.6854491,431.0091181,487.7668719,497.7011925,620.7761814,1050.243569,832.8103245,5.761334122,168.7710962,338.4305574,565.6743197
16/10/2020,1:53:00 AM,573.4106002,431.1201414,434.6335073,507.7135697,454.3977906,598.2348087,816.9193949,933.8918713,5.964312118,154.3736379,263.0842215,486.3592719
16/10/2020,1:54:00 AM,555.2840611,448.3142336,437.1356031,482.6015321,541.4301967,587.0448534,926.4159041,987.8442015,5.772351859,167.5827508,280.8733579,519.4430865
16/10/2020,1:55:00 AM,431.9016948,356.9509094,471.5714154,457.0179347,539.1726371,588.6253818,986.3955929,810.8388427,6.104606551,148.6348311,336.6068083,511.2975286
16/10/2020,1:56:00 AM,574.5115822,403.1673568,421.8879496,463.0736072,467.5505474,604.3062179,902.4551012,931.344017,6.081273892,183.4921547,338.9550184,559.0467472
16/10/2020,1:57:00 AM,545.2273476,430.816196,459.0672023,465.2169138,492.4477483,629.1595926,938.6408911,1001.425194,6.48430945,157.5704394,254.5564268,533.2698925
16/10/2020,1:58:00 AM,573.3925744,411.0389524,420.770108,421.6906285,425.6546701,593.7076796,855.7197132,956.8469663,6.738663985,156.8899923,337.6532395,500.2125137
16/10/2020,1:59:00 AM,571.3376442,427.4758368,434.2883939,447.2261667,539.2240885,621.5508155,910.604136,887.025504,6.493714333,167.8994651,320.3331934,476.6463702
16/10/2020,2:00:00 AM,590.1533863,370.8487788,428.572306,558.659544,414.0451311,598.4785795,862.6603585,934.4441785,6.333089632,173.4622551,287.0125266,521.7336283
16/10/2020,2:01:00 AM,564.8441647,397.3698365,380.7249952,475.345639,373.8923384,639.0868704,812.6633574,861.9533012,6.0102389,170.5150878,315.7066599,596.3643132
16/10/2020,2:02:00 AM,582.276889,403.2816442,487.0812226,509.4471906,453.4381467,639.4917258,990.7355422,878.1597235,5.942605273,170.9688997,296.7678516,560.6487687
16/10/2020,2:03:00 AM,509.6337162,461.1172101,449.2344379,452.4959559,526.6298673,540.1681037,1061.233596,857.8716027,5.792932026,174.4172691,266.1993841,662.800278
16/10/2020,2:04:00 AM,569.5995814,427.8228152,464.8338962,425.2116164,542.3113217,548.034024,983.766563,793.607636,5.277829037,154.1646606,352.0910731,505.8468922
16/10/2020,2:05:00 AM,500.7539161,420.4414476,396.9534248,468.9194005,463.115448,614.2793664,929.300621,913.8674952,5.073524273,165.4652523,357.7575141,548.2577764
16/10/2020,2:06:00 AM,488.7525548,410.7570446,445.7997398,451.1460964,420.1426975,685.991156,1048.859078,946.9560457,6.688632775,145.1682084,342.343044,498.9742318
16/10/2020,2:07:00 AM,470.7333443,445.5389996,443.3192433,541.262264,428.3173102,588.8380556,1074.4474,912.9471546,5.422120842,190.0084507,331.3900974,509.8690654
16/10/2020,2:08:00 AM,557.3825335,426.8524566,412.5029526,420.9745761,442.0616484,632.6097795,852.8019831,880.0124313,6.112774646,152.8614963,290.4340014,517.8867153
16/10/2020,2:09:00 AM,570.1915354,431.2971809,405.4705624,476.5351712,447.9361518,603.1990351,874.5627995,1023.734885,5.011210711,144.4194292,292.707001,537.9453406
16/10/2020,2:10:00 AM,519.3320434,483.5236074,433.296648,501.2009678,531.7022738,590.4771294,944.9647199,966.1682694,5.554098139,157.1902968,334.0932732,552.9986982
16/10/2020,2:11:00 AM,490.0000574,445.3019458,452.2677356,511.5913709,494.5969073,608.9975708,999.1393531,1000.920475,5.925144999,163.5877398,329.0214972,430.870463
16/10/2020,2:12:00 AM,562.3299923,382.5653813,463.2156254,516.9059134,460.8104379,617.8772678,941.0441779,935.297211,5.836691458,174.8618109,327.843557,517.9070186
16/10/2020,2:13:00 AM,557.018889,394.7291162,442.6651714,471.1901381,424.6031093,646.2274282,952.9028048,812.1448962,5.412268925,169.1321769,306.0439456,610.6822469
16/10/2020,2:14:00 AM,554.4570591,456.2491812,440.8199188,424.3382328,499.7315039,560.0024202,933.4542642,1084.148128,5.991765293,151.0768804,322.9165738,478.9506602
16/10/2020,2:15:00 AM,523.0694843,416.2965908,450.1251377,486.699706,417.6264087,684.0505332,978.3964782,824.6440384,6.052262093,175.3320018,280.5209029,494.8599241
16/10/2020,2:16:00 AM,524.2010833,464.5150059,420.1171754,468.722662,469.2446659,622.1882294,863.5430364,758.009347,6.018024541,153.1899611,299.8707383,605.0834242
16/10/2020,2:17:00 AM,589.8607562,432.9687484,478.5406601,448.6864058,518.8846069,666.4652301,923.0915374,906.9277269,5.795377339,171.8450685,282.2494395,522.4096074
16/10/2020,2:18:00 AM,497.7328407,443.259765,416.7395583,440.4542793,495.9465453,605.7803882,884.9741391,938.8204026,6.307203205,179.6730971,323.254524,543.9814821
16/10/2020,2:19:00 AM,508.9034865,408.0473969,505.7299449,500.1576314,439.7300474,608.0013612,999.449054,902.6309605,5.709075208,176.1069864,299.0141415,492.5947416
16/10/2020,2:20:00 AM,550.4465851,361.7601698,463.9633579,463.5321348,485.8186242,712.3681461,1025.334031,893.3660233,5.895240591,179.0128679,290.7123556,615.2640376
16/10/2020,2:21:00 AM,490.6847026,455.2846888,447.8341263,503.5841944,510.1229067,618.6590648,980.1244127,1030.752029,5.905378246,172.2600957,319.9831943,576.3110317
16/10/2020,2:22:00 AM,550.2362838,378.1378599,468.8381532,422.7730262,451.9816451,598.639922,945.5964444,845.7739712,5.808543721,174.0272917,305.7057604,464.2590327
16/10/2020,2:23:00 AM,433.1859165,488.5297808,454.5913574,505.2039913,581.8201385,572.036552,1000.023288,930.7529255,6.529607839,176.7369985,297.4805441,534.4721929
16/10/2020,2:24:00 AM,592.7168127,376.8497057,368.0400041,473.8037684,509.0395404,614.0611744,840.801106,918.6716868,6.124348131,172.0138759,324.7700957,525.5979649
16/10/2020,2:25:00 AM,507.7223844,380.0843168,451.069291,455.3241422,458.0525656,647.6549459,944.2005579,950.5887931,5.71757013,159.388342,318.7364655,521.2102142
16/10/2020,2:26:00 AM,510.162475,441.5537365,436.6305669,458.5024513,460.9568748,672.9106124,873.5980676,1045.815568,6.562075481,159.7107018,324.5085721,527.2608644
16/10/2020,2:27:00 AM,509.1702157,423.5532835,404.3903944,448.4277088,492.8111586,624.1858634,1030.122935,916.4808588,6.077284082,175.2850307,272.1236879,526.6684336
16/10/2020,2:28:00 AM,584.9703488,413.3366702,453.9653381,453.1188168,461.6531938,711.5185253,1023.03875,925.3428897,5.995371858,144.555232,280.7435399,540.1567687
16/10/2020,2:29:00 AM,576.5030689,412.2396514,435.7353673,455.3452855,484.9902442,530.1466749,846.8959389,780.7655757,6.053142523,155.725322,310.7152307,503.0829011
16/10/2020,2:30:00 AM,502.3542018,474.655073,488.9537952,484.4290604,395.3092538,714.9486076,944.9426758,738.4329947,5.494888987,173.6445377,320.2083005,521.1159255
16/10/2020,2:31:00 AM,533.3570083,444.2730008,440.803902,455.7420089,448.5234888,607.1118917,835.6657028,976.0700641,6.007507827,193.1312317,309.7120277,509.9026929
16/10/2020,2:32:00 AM,526.706641,459.8531339,392.4870657,473.1942789,515.7266866,637.0561621,1002.438248,761.3962401,6.226679853,185.9202574,316.9138849,541.3089883
16/10/2020,2:33:00 AM,542.8581692,337.6269733,417.486298,476.2631295,465.5642012,637.7059421,1062.814996,940.1148262,6.391990762,144.2447068,287.7188108,473.9408964
16/10/2020,2:34:00 AM,538.198363,442.5223501,463.701959,459.863622,486.3141606,555.833867,1054.952161,881.8000499,6.167192428,138.1928156,301.2941325,490.6724484
16/10/2020,2:35:00 AM,559.6442232,460.0664673,470.5197515,426.1453324,452.2787559,619.6220436,883.0477266,923.640656,6.963991924,169.8192226,307.9605163,503.9058089
16/10/2020,2:36:00 AM,474.3699471,409.3190479,387.1403254,417.1856908,508.3529794,658.2995472,1012.831114,772.6014866,5.603067223,187.8282014,349.01262,451.8649093
